,relation_0,relation_1,relation_2,relation_3,relation_4,relation_5,sex,LogAge,LogFnlwgt,LogHr,LogScaledExtra_income,live_with_spouse,workclass_1,workclass_2,workclass_3,workclass_4,workclass_5,races,native.countries,occupations_1,occupations_2,occupations_3,edulevel_1,edulevel_2,edulevel_3,edulevel_4,edulevel_5,edulevel_6,income
17765,0,1,0,0,0,0,1,3.33220451,11.64441853,3.401197382,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17766,0,0,0,0,0,1,0,3.828641396,12.21879142,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
17767,0,0,0,0,1,0,0,3.555348061,12.30093727,3.871201011,-3.176244343,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
17768,0,1,0,0,0,0,1,3.912023005,12.16865111,3.218875825,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
17769,0,1,0,0,0,0,1,3.871201011,12.38407656,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17770,0,0,0,1,0,0,1,2.833213344,11.63462969,3.688879454,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
17771,0,0,0,1,0,0,1,3.135494216,11.99457353,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
17772,0,1,0,0,0,0,0,3.970291914,12.46884452,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17773,1,0,0,0,0,0,1,3.912023005,12.38995132,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
17774,0,0,0,0,1,0,0,3.465735903,12.4356435,3.80666249,-3.176244343,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
17775,0,1,0,0,0,0,1,3.970291914,12.31804327,4.025351691,-3.176244343,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17776,1,0,0,0,0,0,1,3.951243719,12.07900035,3.871201011,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17777,1,0,0,0,0,0,1,3.63758616,12.13864462,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17778,1,0,0,0,0,0,1,3.761200116,13.0307655,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
17779,0,0,0,0,0,1,0,3.555348061,11.50234974,3.465735903,-3.176244343,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
17780,1,0,0,0,0,0,1,3.713572067,12.02372309,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
17781,0,0,0,1,0,0,1,3.091042453,13.01394486,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17782,1,0,0,0,0,0,1,3.663561646,12.02863116,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
17783,1,0,0,0,0,0,1,3.80666249,12.15368401,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
17784,0,0,0,0,0,1,0,3.433987204,12.89684701,3.737669618,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
17785,1,0,0,0,0,0,1,3.850147602,11.93657097,2.995732274,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
17786,1,0,0,0,0,0,1,3.970291914,12.50077378,3.688879454,-3.176244343,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17787,1,0,0,0,0,0,1,3.970291914,11.9085557,4.094344562,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17788,0,0,0,1,0,0,0,3.17805383,12.32706829,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17789,0,1,0,0,0,0,0,3.526360525,12.20703219,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
17790,1,0,0,0,0,0,1,3.828641396,12.04854126,3.912023005,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
17791,1,0,0,0,0,0,1,3.36729583,12.32322437,4.094344562,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17792,0,0,0,0,1,0,0,4.110873864,11.98235393,3.465735903,-3.176244343,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
17793,1,0,0,0,0,0,1,3.433987204,11.65692191,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
17794,0,0,0,1,0,0,1,3.36729583,14.05321873,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17795,0,0,0,0,1,0,1,3.737669618,12.18461916,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17796,1,0,0,0,0,0,1,3.912023005,12.13496325,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17797,0,1,0,0,0,0,0,3.526360525,12.10839366,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17798,1,0,0,0,0,0,1,3.663561646,12.08492709,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
17799,1,0,0,0,0,0,1,4.304065093,11.4239631,2.995732274,-3.176244343,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
17800,1,0,0,0,0,0,1,3.688879454,12.35000414,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17801,0,0,0,0,0,1,0,3.688879454,11.05155645,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17802,1,0,0,0,0,0,1,3.583518938,10.30273336,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
17803,1,0,0,0,0,0,1,4.110873864,11.66332627,3.688879454,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
17804,1,0,0,0,0,0,1,3.737669618,12.02980075,3.091042453,-3.176244343,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
17805,0,0,0,0,0,1,0,3.33220451,12.16048933,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17806,0,1,0,0,0,0,0,2.944438979,11.06372788,2.890371758,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17807,0,0,0,0,1,0,0,3.583518938,12.56327495,3.465735903,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
17808,0,1,0,0,0,0,0,3.496507561,11.98776737,3.688879454,-3.176244343,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
17809,0,0,0,0,1,0,0,3.871201011,12.23071648,3.496507561,-3.176244343,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17810,0,1,0,0,0,0,1,4.094344562,12.05125925,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17811,0,1,0,0,0,0,1,3.401197382,12.59967433,3.401197382,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
17812,1,0,0,0,0,0,1,3.465735903,11.55079912,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17813,1,0,0,0,0,0,1,3.931825633,11.47818908,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17814,0,0,0,0,1,0,1,3.970291914,12.219581,4.317488114,-3.176244343,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17815,0,0,0,0,1,0,0,3.526360525,12.22008403,3.688879454,-3.176244343,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17816,1,0,0,0,0,0,1,3.871201011,12.84761859,3.688879454,-3.176244343,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
17817,1,0,0,0,0,0,1,4.219507705,11.72370489,3.80666249,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
17818,0,1,0,0,0,0,0,3.465735903,12.59174653,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17819,1,0,0,0,0,0,1,4.143134726,12.10060657,1.386294361,-3.176244343,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
17820,0,0,0,0,1,0,0,3.433987204,12.36472887,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17821,0,1,0,0,0,0,0,4.060443011,11.94818883,2.995732274,-3.176244343,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
17822,1,0,0,0,0,0,1,3.465735903,11.74289368,4.094344562,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17823,0,1,0,0,0,0,1,3.465735903,11.95770744,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17824,0,0,0,1,0,0,1,3.688879454,11.66677896,4.382026635,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17825,0,1,0,0,0,0,1,3.63758616,11.65455523,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
17826,1,0,0,0,0,0,1,3.401197382,12.44864621,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17827,0,0,0,0,1,0,0,3.044522438,12.18347933,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17828,1,0,0,0,0,0,1,4.143134726,12.11081646,3.871201011,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
17829,0,1,0,0,0,0,1,3.218875825,12.68412195,3.80666249,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17830,1,0,0,0,0,0,1,4.077537444,12.41415129,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17831,0,0,0,1,0,0,0,3.091042453,12.2602246,2.302585093,-3.176244343,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
17832,0,0,0,1,0,0,1,3.891820298,11.84415541,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17833,0,1,0,0,0,0,1,3.583518938,12.14706546,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17834,0,0,0,0,0,1,0,3.433987204,12.43387334,3.401197382,-3.176244343,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
17835,0,0,0,0,1,0,0,3.828641396,11.45961962,3.401197382,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17836,1,0,0,0,0,0,1,3.610917913,12.48762849,4.094344562,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
17837,1,0,0,0,0,0,1,3.871201011,12.11486703,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
17838,1,0,0,0,0,0,1,3.713572067,12.24755042,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
17839,0,1,0,0,0,0,0,3.583518938,12.36124138,1.386294361,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17840,0,0,0,0,1,0,0,3.36729583,10.10895581,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
17841,0,1,0,0,0,0,1,4.077537444,12.03510044,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17842,1,0,0,0,0,0,1,4.127134385,12.02633575,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17843,0,1,0,0,0,0,1,3.36729583,12.51200835,3.688879454,-3.176244343,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
17844,1,0,0,0,0,0,1,3.33220451,12.16188562,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17845,1,0,0,0,0,0,1,3.737669618,11.33153547,3.688879454,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
17846,1,0,0,0,0,0,1,4.094344562,10.61780897,3.828641396,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17847,1,0,0,0,0,0,1,4.060443011,11.65793449,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
17848,1,0,0,0,0,0,1,3.295836866,11.79302385,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17849,0,1,0,0,0,0,0,3.80666249,12.30235054,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17850,1,0,0,0,0,0,1,3.912023005,12.05821628,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17851,1,0,0,0,0,0,1,3.761200116,11.96237556,3.688879454,-3.176244343,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
17852,0,1,0,0,0,0,1,3.663561646,12.29644337,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17853,0,0,0,1,0,0,1,3.044522438,12.63171286,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17854,1,0,0,0,0,0,1,3.17805383,12.1893079,4.248495242,-3.176244343,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
17855,1,0,0,0,0,0,1,4.077537444,11.20382907,3.401197382,-3.176244343,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
17856,1,0,0,0,0,0,1,3.583518938,12.12626616,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
17857,0,0,0,0,1,0,0,4.276666119,11.2370402,1.386294361,-3.176244343,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
17858,1,0,0,0,0,0,1,3.555348061,12.67748466,4.17438727,-3.176244343,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
17859,0,0,0,1,0,0,1,3.496507561,12.05814092,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
17860,0,1,0,0,0,0,0,3.401197382,11.78743111,3.80666249,-3.176244343,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
17861,0,0,0,0,1,0,1,3.688879454,11.73222162,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17862,1,0,0,0,0,0,1,3.258096538,11.4489841,4.007333185,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17863,0,1,0,0,0,0,1,3.610917913,12.06215608,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
17864,0,1,0,0,0,0,0,4.219507705,12.19881638,2.995732274,-3.176244343,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
17865,1,0,0,0,0,0,1,3.80666249,10.18497548,4.276666119,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17866,1,0,0,0,0,0,1,4.025351691,12.32504164,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17867,0,0,0,1,0,0,0,3.583518938,11.91867053,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17868,1,0,0,0,0,0,1,3.63758616,12.24701303,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17869,1,0,0,0,0,0,1,3.36729583,10.97017909,3.713572067,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17870,0,0,0,0,1,0,0,3.33220451,12.29804544,3.33220451,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
17871,1,0,0,0,0,0,1,3.663561646,11.77199971,3.912023005,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17872,0,1,0,0,0,0,1,3.258096538,10.23401357,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17873,0,1,0,0,0,0,1,3.951243719,12.93612295,4.17438727,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17874,0,1,0,0,0,0,1,3.951243719,12.16279451,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
17875,0,1,0,0,0,0,0,4.430816799,11.7966447,2.564949357,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
17876,0,1,0,0,0,0,0,3.496507561,11.82816677,2.302585093,-3.176244343,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
17877,0,1,0,0,0,0,0,3.401197382,12.00950408,3.555348061,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17878,1,0,0,0,0,0,1,3.63758616,10.62022918,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
17879,0,1,0,0,0,0,0,4.189654742,11.85711782,2.079441542,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17880,1,0,0,0,0,0,1,4.127134385,12.46119537,3.688879454,-3.176244343,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
17881,1,0,0,0,0,0,1,3.433987204,11.88544718,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17882,0,1,0,0,0,0,1,4.094344562,11.89596772,3.912023005,-3.176244343,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17883,0,0,0,1,0,0,0,3.295836866,12.39754801,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17884,0,0,0,0,0,1,0,3.610917913,11.538018,3.688879454,-3.176244343,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
17885,0,0,0,1,0,0,0,3.63758616,11.8161068,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17886,0,0,1,0,0,0,1,3.218875825,12.49606704,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
17887,0,0,0,0,0,1,0,3.871201011,11.78151646,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17888,0,1,0,0,0,0,1,3.737669618,12.12141305,3.912023005,-3.176244343,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
17889,1,0,0,0,0,0,1,3.80666249,12.14856535,3.912023005,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
17890,0,0,0,1,0,0,1,3.091042453,12.20903326,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17891,1,0,0,0,0,0,1,3.912023005,11.72879462,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
17892,0,1,0,0,0,0,1,3.044522438,10.82796468,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
17893,0,0,0,0,1,0,0,3.784189634,11.52967441,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17894,0,0,0,1,0,0,0,3.044522438,11.58804221,1.791759469,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
17895,1,0,0,0,0,0,1,3.931825633,12.08372985,3.871201011,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17896,0,0,1,0,0,0,1,3.401197382,12.74463697,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17897,0,1,0,0,0,0,1,3.828641396,12.81736151,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17898,1,0,0,0,0,0,1,3.761200116,10.20043903,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
17899,0,1,0,0,0,0,1,4.043051268,11.97018574,3.871201011,-3.176244343,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
17900,0,1,0,0,0,0,1,3.496507561,12.11724143,3.17805383,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
17901,0,0,1,0,0,0,1,2.890371758,11.92809665,1.945910149,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
17902,0,1,0,0,0,0,1,3.33220451,12.28857387,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17903,1,0,0,0,0,0,1,3.465735903,10.36533299,3.688879454,-3.176244343,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17904,0,1,0,0,0,0,1,4.025351691,10.4778512,3.737669618,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17905,1,0,0,0,0,0,1,3.583518938,12.82083387,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
17906,1,0,0,0,0,0,1,3.526360525,12.20220016,4.007333185,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17907,0,1,0,0,0,0,0,3.218875825,12.44815963,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17908,0,1,0,0,0,0,1,3.295836866,11.16559246,3.555348061,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17909,1,0,0,0,0,0,1,3.496507561,12.31116212,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17910,1,0,0,0,0,0,1,3.891820298,11.45747618,4.094344562,-3.176244343,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
17911,1,0,0,0,0,0,1,3.784189634,11.55402902,4.430816799,-3.176244343,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17912,0,1,0,0,0,0,1,3.401197382,13.03023712,3.80666249,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
17913,0,1,0,0,0,0,1,3.295836866,12.02100733,3.912023005,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17914,0,1,0,0,0,0,1,3.218875825,12.20098975,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17915,0,1,0,0,0,0,1,3.401197382,12.58610028,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17916,1,0,0,0,0,0,1,3.63758616,11.50678666,3.688879454,-3.176244343,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
17917,1,0,0,0,0,0,1,3.63758616,13.4564943,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17918,0,0,0,0,1,0,0,3.828641396,11.95079322,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17919,0,0,0,0,1,0,0,3.610917913,12.90420239,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17920,1,0,0,0,0,0,1,4.127134385,12.00043128,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
17921,1,0,0,0,0,0,1,4.007333185,12.51280338,3.688879454,-3.176244343,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
17922,0,1,0,0,0,0,1,3.850147602,11.81059005,3.688879454,-3.176244343,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17923,0,0,0,0,0,1,0,3.80666249,11.38034219,2.63905733,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17924,1,0,0,0,0,0,1,3.912023005,12.42367688,3.688879454,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17925,0,0,0,0,1,0,1,3.583518938,11.77682701,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17926,0,1,0,0,0,0,0,3.80666249,12.09470524,2.995732274,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17927,0,1,0,0,0,0,1,3.135494216,10.85871049,3.63758616,-3.176244343,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
17928,1,0,0,0,0,0,1,3.63758616,11.55483487,4.007333185,-3.176244343,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
17929,0,0,0,1,0,0,1,3.295836866,13.33401717,3.688879454,-3.176244343,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17930,0,0,0,0,0,1,0,3.36729583,11.71269394,3.912023005,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17931,0,1,0,0,0,0,0,3.80666249,12.11043141,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17932,0,1,0,0,0,0,0,3.63758616,11.85023307,2.995732274,-3.176244343,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
17933,0,1,0,0,0,0,1,3.295836866,11.58485535,3.688879454,-3.176244343,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17934,1,0,0,0,0,0,1,3.931825633,12.28279292,3.688879454,-3.176244343,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17935,0,1,0,0,0,0,1,3.784189634,12.63277726,3.688879454,-3.176244343,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
17936,1,0,0,0,0,0,1,3.496507561,13.33082853,3.688879454,-3.176244343,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17937,1,0,0,0,0,0,1,3.465735903,10.52433282,3.80666249,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
17938,1,0,0,0,0,0,1,3.761200116,12.18629842,4.007333185,-3.176244343,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
17939,0,0,0,1,0,0,0,3.80666249,12.02083283,3.688879454,-3.176244343,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
17940,0,1,0,0,0,0,1,3.17805383,12.3581111,3.555348061,-3.176244343,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
17941,0,0,0,1,0,0,1,2.944438979,11.79042083,3.688879454,-3.176244343,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
